"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"5795",0.958,0,0,0.002,0.04
"5796",0.732,0,0,0,0.268
"5797",0.272,0,0,0.728,0
"5798",0.968,0,0,0,0.032
"5799",0.01,0,0,0,0.99
"5800",0.068,0,0.002,0,0.93
"5801",0.908,0,0,0.092,0
"5802",0.798,0,0,0,0.202
"5803",1,0,0,0,0
"5804",0.866,0,0,0.114,0.02
"5805",0.96,0,0,0,0.04
"5806",0.866,0,0,0.134,0
"5807",0.19,0,0.008,0.802,0
"5808",0.956,0,0,0.044,0
"5809",0.626,0,0.116,0.186,0.072
"5810",0.206,0,0,0.794,0
"5811",0.932,0,0,0,0.068
"5812",0.642,0,0.114,0.086,0.158
"5813",1,0,0,0,0
"5814",0.05,0,0,0,0.95
"5815",0.032,0.064,0,0,0.904
"5816",0.902,0,0,0.088,0.01
"5817",1,0,0,0,0
"5818",1,0,0,0,0
"5819",0.38,0,0.008,0.602,0.01
"5820",0.866,0,0,0.134,0
"5821",0.054,0,0.32,0.03,0.596
"5822",0,0.002,0,0,0.998
"5823",0,0.034,0,0,0.966
"5824",1,0,0,0,0
"5825",0.256,0,0,0.744,0
"5826",1,0,0,0,0
"5827",0.774,0,0,0.038,0.188
"5828",0.27,0,0,0.73,0
"5829",0.282,0,0,0.718,0
"5830",0.878,0,0,0,0.122
"5831",0.774,0,0,0.066,0.16
"5832",0,0,0,0,1
"5833",0.256,0,0,0.744,0
"5834",0.508,0,0,0.492,0
"5835",0.14,0,0,0,0.86
"5836",0.958,0,0,0.042,0
"5837",0.296,0,0,0.704,0
"5838",0.998,0,0,0,0.002
"5839",0.982,0,0,0.018,0
"5840",0.898,0,0,0.1,0.002
"5841",0.97,0,0,0.03,0
"5842",0.236,0,0,0.764,0
"5843",0.814,0,0,0.004,0.182
"5844",0.998,0,0,0,0.002
"5845",0.934,0,0,0,0.066
"5846",0.998,0,0,0,0.002
"5847",0.244,0,0,0.754,0.002
"5848",0.292,0,0,0.708,0
"5849",0,0,0,0,1
"5850",0.018,0,0.004,0.748,0.23
"5851",0.25,0,0,0.75,0
"5852",0.43,0,0,0.57,0
"5853",0.282,0,0,0,0.718
"5854",1,0,0,0,0
"5855",0.43,0,0,0.57,0
"5856",0.996,0,0,0,0.004
"5857",0.982,0,0,0.018,0
"5858",0.064,0,0.062,0,0.874
"5859",0.966,0,0,0,0.034
"5860",0.878,0,0,0.122,0
"5861",0.188,0,0,0.812,0
"5862",0.078,0,0,0.002,0.92
"5863",0.076,0,0.004,0.184,0.736
"5864",0.182,0,0.002,0.816,0
"5865",1,0,0,0,0
"5866",0.992,0,0,0,0.008
"5867",0.056,0,0.016,0.004,0.924
"5868",0,0,0,0,1
"5869",0.088,0,0,0.006,0.906
"5870",0.508,0,0,0.492,0
"5871",0.952,0,0,0.048,0
"5872",0.138,0,0.018,0.006,0.838
"5873",0.226,0,0,0.686,0.088
"5874",1,0,0,0,0
"5875",0.83,0,0,0.022,0.148
"5876",1,0,0,0,0
"5877",0.86,0,0,0.14,0
"5878",0.022,0,0,0,0.978
"5879",0.002,0,0.01,0.002,0.986
"5880",0.982,0,0,0.018,0
"5881",0.026,0,0.042,0,0.932
"5882",0.232,0,0,0.768,0
"5883",1,0,0,0,0
"5884",1,0,0,0,0
"5885",0.986,0,0,0.014,0
"5886",0.06,0,0.01,0.682,0.248
"5887",1,0,0,0,0
"5888",0.844,0,0.022,0.048,0.086
"5889",0.21,0,0,0.786,0.004
"5890",0.952,0,0,0.048,0
"5891",0.984,0,0,0.004,0.012
"5892",1,0,0,0,0
"5893",0.528,0.002,0,0,0.47
"5894",0.19,0,0.006,0.79,0.014
"5895",0.23,0,0.01,0.76,0
"5896",0.456,0,0,0.132,0.412
"5897",0.968,0,0,0,0.032
"5898",0.972,0,0,0,0.028
"5899",1,0,0,0,0
"5900",0.034,0,0.002,0,0.964
"5901",0.768,0,0.002,0.006,0.224
"5902",0,0,0,0,1
"5903",0.652,0,0.138,0.122,0.088
"5904",0.98,0,0,0.02,0
"5905",0.98,0,0,0.02,0
"5906",0.052,0,0,0,0.948
"5907",0.298,0,0,0.698,0.004
"5908",0.018,0,0.004,0.748,0.23
"5909",0.216,0,0,0.784,0
"5910",0.874,0,0,0.014,0.112
"5911",0.034,0,0,0,0.966
"5912",0.028,0,0,0,0.972
"5913",0.508,0,0,0.492,0
"5914",0.26,0,0,0.74,0
"5915",0,0,0,0,1
"5916",0.236,0,0,0.764,0
"5917",1,0,0,0,0
"5918",0.956,0,0,0,0.044
"5919",0.448,0,0,0.552,0
"5920",0,0,0,0,1
"5921",1,0,0,0,0
"5922",0,0,0.016,0,0.984
"5923",0.404,0.002,0,0,0.594
"5924",0.012,0,0.51,0.036,0.442
"5925",0.894,0,0,0.096,0.01
"5926",1,0,0,0,0
"5927",0.96,0,0,0,0.04
"5928",0.986,0,0,0.014,0
"5929",0.068,0,0,0.27,0.662
"5930",1,0,0,0,0
"5931",0.286,0,0,0.704,0.01
"5932",0.898,0,0,0.102,0
"5933",0.93,0,0,0,0.07
"5934",0.966,0,0,0.002,0.032
"5935",0.01,0,0,0,0.99
"5936",0.25,0,0,0.75,0
"5937",0.97,0,0,0.014,0.016
"5938",0.952,0,0,0.048,0
"5939",0.042,0,0.02,0.524,0.414
"5940",0.974,0,0,0.026,0
"5941",0.884,0,0,0.116,0
"5942",1,0,0,0,0
"5943",0.998,0,0,0,0.002
"5944",0.018,0.002,0.012,0.822,0.146
"5945",0.102,0,0.006,0,0.892
"5946",0.952,0,0,0.048,0
"5947",0.986,0,0,0.014,0
"5948",0,0,0,0,1
"5949",0.346,0,0,0.654,0
"5950",0.746,0,0,0.084,0.17
"5951",0.252,0,0,0,0.748
"5952",0.97,0,0,0.03,0
"5953",0.192,0,0,0.808,0
"5954",0.02,0,0.01,0.592,0.378
"5955",0.998,0,0,0.002,0
"5956",0.96,0,0,0,0.04
"5957",0,0.018,0,0,0.982
"5958",0,0,0,0,1
"5959",0,0,0,0,1
"5960",0.068,0,0,0.108,0.824
"5961",0.99,0,0,0.004,0.006
"5962",0.018,0,0.002,0.364,0.616
"5963",1,0,0,0,0
"5964",0.08,0,0.702,0,0.218
"5965",0.998,0,0,0,0.002
"5966",0.212,0,0,0.784,0.004
"5967",0,0,0,0,1
"5968",0.072,0,0.01,0.082,0.836
"5969",1,0,0,0,0
"5970",0.934,0,0,0,0.066
"5971",0.21,0,0,0.79,0
"5972",0.944,0,0,0.006,0.05
"5973",0.962,0,0,0.038,0
"5974",0.986,0,0,0.014,0
"5975",0,0,0.004,0,0.996
"5976",0.768,0,0,0.052,0.18
"5977",0.034,0,0,0,0.966
"5978",0.982,0,0,0.012,0.006
"5979",0.912,0,0,0.088,0
"5980",0.696,0,0,0.064,0.24
"5981",0.808,0,0,0.016,0.176
"5982",0.648,0,0,0.028,0.324
"5983",1,0,0,0,0
"5984",0.998,0,0,0.002,0
"5985",0,0,0.282,0.008,0.71
"5986",0.984,0,0,0.016,0
"5987",0.864,0,0,0.136,0
"5988",0.92,0,0,0,0.08
"5989",0.218,0,0.006,0.774,0.002
"5990",0.732,0,0,0,0.268
"5991",0.02,0,0.052,0.646,0.282
"5992",0.73,0,0,0.036,0.234
"5993",0,0,0.004,0,0.996
"5994",0.042,0,0.238,0.002,0.718
"5995",1,0,0,0,0
"5996",0.216,0,0,0.784,0
"5997",0.986,0,0,0,0.014
"5998",0.274,0,0.004,0.722,0
"5999",0.272,0,0,0,0.728
"6000",0.23,0,0.256,0.07,0.444
"6001",0,0,0,0,1
"6002",0.946,0,0,0.02,0.034
"6003",0.212,0,0,0.788,0
"6004",0.068,0,0.002,0.08,0.85
"6005",0.058,0,0,0,0.942
"6006",0.87,0,0,0.06,0.07
"6007",0.96,0,0,0,0.04
"6008",0.006,0,0.002,0.002,0.99
"6009",0.952,0,0,0.048,0
"6010",0.982,0,0,0.018,0
"6011",0.104,0,0,0,0.896
"6012",1,0,0,0,0
"6013",0.98,0,0,0.02,0
"6014",0.04,0.008,0.056,0,0.896
"6015",0,0,0,0,1
"6016",0.004,0,0,0,0.996
"6017",1,0,0,0,0
"6018",0.322,0,0,0.678,0
"6019",0,0,0,0,1
"6020",1,0,0,0,0
"6021",1,0,0,0,0
"6022",0.066,0,0.032,0,0.902
"6023",0.898,0,0.002,0.02,0.08
"6024",0.022,0,0,0,0.978
"6025",0.99,0,0,0.004,0.006
"6026",1,0,0,0,0
"6027",1,0,0,0,0
"6028",1,0,0,0,0
"6029",0.022,0,0.034,0.476,0.468
"6030",0.21,0,0,0.79,0
"6031",0.732,0,0,0,0.268
"6032",1,0,0,0,0
"6033",1,0,0,0,0
"6034",0,0,0,0,1
"6035",0.916,0,0,0,0.084
"6036",0.196,0,0,0.804,0
"6037",0.018,0,0.006,0.396,0.58
"6038",0.008,0.002,0.076,0.022,0.892
"6039",0.082,0,0.014,0.114,0.79
"6040",1,0,0,0,0
"6041",0.972,0,0,0,0.028
"6042",0,0,0,0,1
"6043",0.072,0.002,0.008,0.202,0.716
"6044",1,0,0,0,0
"6045",0.998,0,0,0,0.002
"6046",0.954,0,0,0,0.046
"6047",0.98,0,0,0.02,0
"6048",0.002,0,0.044,0,0.954
"6049",1,0,0,0,0
"6050",0.962,0,0,0.038,0
"6051",0.866,0,0,0.134,0
"6052",0.958,0,0,0,0.042
"6053",0.864,0,0,0.136,0
"6054",0.262,0.002,0.156,0.06,0.52
"6055",0.43,0,0,0.57,0
"6056",0.988,0,0,0.004,0.008
"6057",0.082,0,0,0,0.918
"6058",0.43,0,0,0.57,0
"6059",0.37,0,0.004,0.064,0.562
"6060",0,0,0,0,1
"6061",0.988,0,0,0.012,0
"6062",0.864,0,0,0.136,0
"6063",0.866,0,0,0.134,0
"6064",0.236,0,0,0.764,0
"6065",1,0,0,0,0
"6066",1,0,0,0,0
"6067",1,0,0,0,0
"6068",0.802,0,0,0.074,0.124
"6069",0.434,0,0,0.562,0.004
"6070",1,0,0,0,0
"6071",0.036,0,0.018,0.906,0.04
"6072",0.028,0,0,0,0.972
"6073",0.01,0,0,0,0.99
"6074",0.89,0,0,0.102,0.008
"6075",0.976,0,0,0.024,0
"6076",0.96,0,0,0,0.04
"6077",0.974,0,0,0.026,0
"6078",0.878,0,0,0.122,0
"6079",1,0,0,0,0
"6080",0.986,0,0,0,0.014
"6081",1,0,0,0,0
"6082",0,0,0,0,1
"6083",0.826,0,0,0.02,0.154
"6084",0.888,0,0,0,0.112
"6085",0.258,0,0,0.742,0
"6086",0.988,0,0,0.012,0
"6087",0.14,0,0,0,0.86
"6088",0.02,0,0,0.656,0.324
"6089",0,0,0,0,1
"6090",0.908,0,0,0.092,0
"6091",0.008,0,0,0,0.992
"6092",0.216,0,0,0.784,0
"6093",0,0,0.002,0,0.998
"6094",0.484,0,0,0.516,0
"6095",0.332,0.004,0.014,0.006,0.644
"6096",0.878,0,0,0,0.122
"6097",0.022,0,0.074,0.628,0.276
"6098",1,0,0,0,0
"6099",0.25,0,0.024,0.726,0
"6100",0.998,0,0,0,0.002
"6101",0.508,0,0,0.492,0
"6102",0.002,0,0.006,0,0.992
"6103",0.982,0,0,0.018,0
"6104",0.984,0,0,0.016,0
"6105",0.396,0,0.004,0.6,0
"6106",0,0,0,0,1
"6107",0.794,0,0,0.012,0.194
"6108",0.266,0,0,0.734,0
"6109",0.29,0,0,0.702,0.008
"6110",0.98,0,0,0.02,0
"6111",0.084,0,0.008,0.222,0.686
"6112",0.256,0,0,0.744,0
"6113",0.74,0,0,0.002,0.258
"6114",0.976,0,0,0.024,0
"6115",0.98,0,0,0.02,0
"6116",0.074,0,0,0.106,0.82
"6117",0.256,0,0,0.744,0
"6118",0.988,0,0,0.012,0
"6119",0.022,0,0,0,0.978
"6120",0.036,0,0.022,0.012,0.93
"6121",0.42,0,0,0.572,0.008
"6122",0.28,0,0,0.706,0.014
"6123",0,0,0,0,1
"6124",0.582,0,0.15,0.126,0.142
"6125",0.736,0,0,0.006,0.258
"6126",0.898,0,0,0,0.102
"6127",0.056,0,0,0,0.944
"6128",1,0,0,0,0
"6129",0.346,0,0,0.654,0
"6130",0.958,0,0,0.042,0
"6131",0,0,0,0,1
"6132",0.958,0,0,0,0.042
"6133",0.884,0,0,0.116,0
"6134",0.058,0,0.062,0,0.88
"6135",0.98,0,0,0.02,0
"6136",0.2,0,0,0.794,0.006
"6137",0.034,0,0,0,0.966
"6138",0.938,0,0,0,0.062
"6139",0.104,0,0.022,0.148,0.726
"6140",0.02,0,0.006,0.574,0.4
"6141",0.96,0,0,0,0.04
"6142",1,0,0,0,0
"6143",0,0,0,0,1
"6144",0.98,0,0,0.02,0
"6145",0.908,0,0,0.092,0
"6146",0.444,0,0,0.556,0
"6147",0.952,0,0,0.048,0
"6148",0.256,0,0,0.744,0
"6149",0.98,0,0,0.02,0
"6150",0.97,0,0,0.024,0.006
"6151",1,0,0,0,0
"6152",0,0,0,0,1
"6153",0.508,0,0,0.492,0
"6154",0.958,0,0,0.042,0
"6155",0.07,0,0.01,0.824,0.096
"6156",0.986,0,0,0.014,0
"6157",0.988,0,0,0.012,0
"6158",0.98,0,0,0.02,0
"6159",1,0,0,0,0
"6160",0.024,0,0.012,0.892,0.072
"6161",0.986,0,0,0.014,0
"6162",0.998,0,0,0,0.002
"6163",0.346,0,0,0.654,0
"6164",0.958,0,0,0.042,0
"6165",0.918,0,0,0.068,0.014
"6166",0.288,0,0,0.712,0
"6167",0.638,0,0,0.052,0.31
"6168",0.908,0,0,0.092,0
"6169",0.964,0,0,0,0.036
"6170",0,0.064,0,0,0.936
"6171",0.932,0,0,0,0.068
"6172",0.288,0,0,0.712,0
"6173",0.246,0,0,0.748,0.006
"6174",1,0,0,0,0
"6175",0.96,0,0,0,0.04
"6176",0.946,0,0,0,0.054
"6177",0.97,0,0,0,0.03
"6178",0.072,0,0,0.01,0.918
"6179",0.396,0,0.004,0.6,0
"6180",0.308,0,0.002,0,0.69
"6181",0.57,0,0.008,0.06,0.362
"6182",0.996,0,0.002,0,0.002
"6183",0.29,0,0,0.702,0.008
"6184",0.188,0,0,0.812,0
"6185",0.98,0,0,0.02,0
"6186",0.282,0,0,0.718,0
"6187",1,0,0,0,0
"6188",0.97,0,0,0.002,0.028
"6189",0,0,0,0,1
"6190",0.258,0,0,0.742,0
"6191",0,0,0,0,1
"6192",0.06,0,0.01,0.682,0.248
"6193",0.924,0,0,0.036,0.04
"6194",1,0,0,0,0
"6195",1,0,0,0,0
"6196",0.034,0,0.498,0.058,0.41
"6197",0.034,0.02,0,0,0.946
"6198",0.696,0,0,0.004,0.3
"6199",0,0,0,0,1
"6200",0.022,0,0.536,0.006,0.436
"6201",0.264,0,0,0.726,0.01
"6202",0,0,0.148,0.004,0.848
"6203",0.03,0,0.442,0.054,0.474
"6204",1,0,0,0,0
"6205",0.078,0,0,0.05,0.872
"6206",0.884,0,0,0.116,0
"6207",1,0,0,0,0
"6208",0.508,0,0,0.492,0
"6209",0.922,0,0,0,0.078
"6210",0.98,0,0,0.02,0
"6211",0.996,0,0,0,0.004
"6212",0.064,0,0,0.324,0.612
"6213",0.058,0,0,0,0.942
"6214",0.022,0,0.018,0.406,0.554
"6215",1,0,0,0,0
"6216",0.99,0,0,0,0.01
"6217",0.576,0,0.01,0.068,0.346
"6218",0,0,0,0,1
"6219",0.026,0,0.316,0,0.658
"6220",0.074,0,0,0.004,0.922
"6221",0.492,0,0,0,0.508
"6222",0.23,0,0.056,0.712,0.002
"6223",0,0,0,0,1
"6224",0.974,0,0,0.026,0
"6225",1,0,0,0,0
"6226",0.636,0,0,0.042,0.322
"6227",0.49,0,0,0.004,0.506
"6228",0.96,0,0,0,0.04
"6229",0.272,0,0,0.728,0
"6230",0.08,0,0,0.014,0.906
"6231",0.908,0,0,0.092,0
"6232",0.986,0,0,0.014,0
"6233",0.122,0,0.004,0,0.874
"6234",0.764,0,0,0.05,0.186
"6235",0.038,0,0.03,0.022,0.91
"6236",0.982,0,0,0.018,0
"6237",0.67,0,0,0.012,0.318
"6238",0.29,0,0,0.708,0.002
"6239",0,0,0,0,1
"6240",0.984,0,0,0,0.016
"6241",0.346,0,0,0.654,0
"6242",0.26,0,0,0,0.74
"6243",0.224,0,0,0.768,0.008
"6244",0.08,0.002,0.018,0.488,0.412
"6245",0.662,0,0.066,0.19,0.082
"6246",0.986,0,0,0.014,0
"6247",1,0,0,0,0
"6248",0.28,0,0,0.706,0.014
"6249",0.932,0,0,0,0.068
"6250",1,0,0,0,0
"6251",0.998,0,0,0,0.002
"6252",0.266,0,0,0.734,0
"6253",0,0,0.004,0,0.996
"6254",0.042,0,0,0,0.958
"6255",1,0,0,0,0
"6256",0.826,0,0,0.11,0.064
"6257",0.97,0,0,0.03,0
"6258",0.952,0,0,0.048,0
"6259",0.012,0,0,0,0.988
"6260",0,0,0,0,1
"6261",0,0,0,0.002,0.998
"6262",0.68,0,0.002,0.01,0.308
"6263",1,0,0,0,0
"6264",1,0,0,0,0
"6265",1,0,0,0,0
"6266",1,0,0,0,0
"6267",0.074,0,0,0.576,0.35
"6268",0.928,0,0,0,0.072
"6269",0.98,0,0,0.02,0
"6270",0.004,0,0,0,0.996
"6271",0.198,0,0,0.802,0
"6272",0.272,0,0,0.728,0
"6273",0.034,0.024,0.1,0,0.842
"6274",0.022,0,0,0,0.978
"6275",0.028,0,0.252,0.018,0.702
"6276",0.832,0,0,0.01,0.158
"6277",0.98,0,0,0.018,0.002
"6278",0.96,0,0,0.016,0.024
"6279",0,0,0,0,1
"6280",0,0,0.004,0,0.996
"6281",0.3,0,0,0.7,0
"6282",0.81,0,0,0,0.19
"6283",0.94,0,0,0.06,0
"6284",1,0,0,0,0
"6285",0.642,0,0,0,0.358
"6286",0.272,0,0,0.728,0
"6287",0.88,0,0.026,0.054,0.04
"6288",1,0,0,0,0
"6289",0.09,0,0.002,0,0.908
"6290",0.24,0,0,0.76,0
"6291",1,0,0,0,0
"6292",0.958,0,0,0,0.042
"6293",0,0,0.004,0,0.996
"6294",0.722,0,0,0.054,0.224
"6295",0.84,0,0,0,0.16
"6296",0.912,0,0,0.078,0.01
"6297",0.898,0,0,0,0.102
"6298",0.264,0,0,0.726,0.01
"6299",0.178,0,0.002,0.702,0.118
"6300",0.038,0,0.004,0.052,0.906
"6301",0.898,0,0,0.1,0.002
"6302",1,0,0,0,0
"6303",0.998,0,0,0.002,0
"6304",0.994,0,0,0,0.006
"6305",0.92,0,0,0,0.08
"6306",0.748,0,0,0.172,0.08
"6307",0.398,0,0,0.602,0
"6308",0.798,0,0,0,0.202
"6309",1,0,0,0,0
"6310",0.952,0,0,0.048,0
"6311",0.074,0,0.006,0.558,0.362
"6312",0.762,0,0.002,0.076,0.16
"6313",1,0,0,0,0
"6314",0.964,0,0,0.032,0.004
"6315",0,0,0,0,1
"6316",0.988,0,0,0.012,0
"6317",0.272,0,0,0.728,0
"6318",0.64,0,0,0.046,0.314
"6319",0.07,0,0.01,0.824,0.096
"6320",0.826,0,0,0,0.174
"6321",0,0,0.004,0,0.996
"6322",0.792,0,0,0.2,0.008
"6323",0.7,0,0.006,0.092,0.202
"6324",0,0,0.016,0,0.984
"6325",0.042,0,0.196,0.018,0.744
"6326",0.91,0,0,0,0.09
"6327",0.96,0,0,0,0.04
"6328",0.106,0,0.064,0.074,0.756
"6329",1,0,0,0,0
"6330",0.256,0,0,0.744,0
"6331",0.988,0,0,0.012,0
"6332",0.64,0,0.134,0.158,0.068
"6333",0.076,0,0,0.308,0.616
"6334",0.04,0,0.004,0,0.956
"6335",0.26,0,0,0.74,0
"6336",1,0,0,0,0
"6337",0,0,0,0,1
"6338",0.802,0,0,0.132,0.066
"6339",0.896,0,0,0.004,0.1
"6340",0.98,0,0,0.02,0
"6341",0.642,0,0,0,0.358
"6342",1,0,0,0,0
"6343",0.022,0,0.032,0.76,0.186
"6344",0.508,0,0,0.002,0.49
"6345",0,0,0,0,1
"6346",0.98,0,0,0.02,0
"6347",0.996,0,0,0,0.004
"6348",0,0,0.016,0,0.984
"6349",0.884,0,0,0.116,0
"6350",0.444,0,0,0.556,0
"6351",0.882,0,0,0.02,0.098
"6352",0.188,0,0,0.81,0.002
"6353",0.84,0,0,0,0.16
"6354",0.278,0,0,0.704,0.018
"6355",0,0,0,0,1
"6356",1,0,0,0,0
"6357",0.01,0,0.004,0,0.986
"6358",0.206,0,0.216,0.098,0.48
"6359",0.006,0.004,0.526,0.032,0.432
"6360",1,0,0,0,0
"6361",0,0,0,0,1
"6362",0.292,0,0,0.708,0
"6363",0.004,0,0,0.016,0.98
"6364",0.118,0.004,0.008,0.182,0.688
"6365",1,0,0,0,0
"6366",0.188,0,0,0.812,0
"6367",0.988,0,0,0.012,0
"6368",0.866,0,0,0.134,0
"6369",0,0,0,0,1
"6370",0.484,0,0,0.516,0
"6371",0.03,0,0.436,0.03,0.504
"6372",0.914,0,0,0.006,0.08
"6373",0.982,0,0,0.018,0
"6374",0.952,0,0,0.048,0
"6375",0,0.014,0.608,0.004,0.374
"6376",1,0,0,0,0
"6377",0.928,0,0,0,0.072
"6378",0.848,0,0,0.06,0.092
"6379",0.732,0,0,0,0.268
"6380",1,0,0,0,0
"6381",0.09,0,0.064,0.554,0.292
"6382",0.206,0,0,0.794,0
"6383",0.06,0,0.006,0,0.934
"6384",0.98,0,0,0.008,0.012
"6385",0.988,0,0,0.012,0
"6386",0.988,0,0,0.012,0
"6387",1,0,0,0,0
"6388",0.024,0,0.002,0,0.974
"6389",0.83,0,0,0,0.17
"6390",0.036,0,0.43,0.018,0.516
"6391",0.998,0,0,0,0.002
"6392",0.004,0.01,0.01,0.002,0.974
"6393",0.448,0,0,0.552,0
"6394",0.926,0,0,0,0.074
"6395",0.906,0,0,0,0.094
"6396",1,0,0,0,0
"6397",1,0,0,0,0
"6398",0.272,0,0,0.728,0
"6399",0.906,0,0,0,0.094
"6400",0.982,0,0,0.018,0
"6401",0.976,0,0,0.024,0
"6402",0.43,0,0,0.57,0
"6403",0.236,0,0,0.764,0
"6404",0.068,0,0.002,0.124,0.806
"6405",0.976,0,0,0.024,0
"6406",0.27,0,0,0.73,0
"6407",0.972,0,0,0,0.028
"6408",1,0,0,0,0
"6409",0.054,0,0,0,0.946
"6410",0.31,0.04,0,0,0.65
"6411",1,0,0,0,0
"6412",0.622,0,0,0.004,0.374
"6413",0.004,0.004,0.002,0.03,0.96
"6414",1,0,0,0,0
"6415",0.12,0,0,0,0.88
"6416",0.75,0.048,0,0.004,0.198
"6417",1,0,0,0,0
"6418",1,0,0,0,0
"6419",0.98,0,0,0.02,0
"6420",1,0,0,0,0
"6421",0.982,0,0,0.018,0
"6422",0.216,0,0,0.784,0
"6423",0.068,0,0,0.6,0.332
"6424",0.21,0,0,0.79,0
"6425",0.448,0,0,0.552,0
"6426",0.07,0,0,0.398,0.532
"6427",0.986,0,0,0.014,0
"6428",0.94,0,0,0,0.06
"6429",0.678,0,0.008,0.096,0.218
"6430",0,0,0,0,1
"6431",0.04,0.026,0.18,0,0.754
"6432",0.24,0,0,0.76,0
"6433",0.982,0,0,0.018,0
"6434",0.45,0,0,0.108,0.442
"6435",0.976,0,0,0,0.024
"6436",0.216,0,0,0,0.784
"6437",0,0,0,0,1
"6438",0.022,0,0.536,0.006,0.436
"6439",0.018,0,0.034,0.77,0.178
"6440",0.264,0,0,0.736,0
"6441",0.006,0.002,0.56,0.022,0.41
"6442",0,0,0,0,1
"6443",0,0,0,0,1
"6444",0.828,0,0.004,0.014,0.154
"6445",0,0,0.004,0,0.996
"6446",0,0,0.416,0.004,0.58
"6447",0.198,0,0,0.802,0
"6448",0.908,0,0,0.092,0
"6449",0.96,0,0,0,0.04
"6450",1,0,0,0,0
"6451",1,0,0,0,0
"6452",1,0,0,0,0
"6453",0.908,0,0,0.092,0
"6454",1,0,0,0,0
"6455",0.22,0,0,0.778,0.002
"6456",1,0,0,0,0
"6457",0.91,0,0,0.09,0
"6458",1,0,0,0,0
"6459",0.198,0,0,0.802,0
"6460",0,0,0.044,0.002,0.954
"6461",1,0,0,0,0
"6462",1,0,0,0,0
"6463",0.958,0,0,0.042,0
"6464",0.068,0,0,0.796,0.136
"6465",0.288,0,0,0.712,0
"6466",0.898,0,0,0.102,0
"6467",0.188,0,0,0.812,0
"6468",0.222,0,0,0.778,0
"6469",0.922,0,0,0.052,0.026
"6470",0,0,0,0,1
"6471",0.864,0,0,0.136,0
"6472",0.798,0,0,0,0.202
"6473",0.972,0,0,0,0.028
"6474",0.91,0,0,0.09,0
"6475",0.942,0,0,0.056,0.002
"6476",0.694,0,0,0.042,0.264
"6477",0.952,0,0,0.048,0
"6478",0.236,0,0,0.764,0
"6479",0.938,0,0,0,0.062
"6480",0.916,0,0,0.042,0.042
"6481",0.982,0,0,0.018,0
"6482",0.046,0,0.028,0.044,0.882
"6483",0.19,0,0.006,0.79,0.014
"6484",1,0,0,0,0
"6485",0.882,0,0,0.114,0.004
"6486",1,0,0,0,0
"6487",0.036,0,0.496,0.056,0.412
"6488",0.052,0,0,0,0.948
"6489",1,0,0,0,0
"6490",0.272,0,0,0.728,0
"6491",0.296,0,0,0.7,0.004
"6492",0.002,0,0.164,0,0.834
"6493",0.956,0,0,0.044,0
"6494",0.01,0,0,0,0.99
"6495",0.94,0,0,0,0.06
"6496",0.004,0,0.71,0.048,0.238
"6497",0.998,0,0,0,0.002
"6498",0.974,0,0,0.026,0
"6499",0.926,0,0,0,0.074
"6500",0.912,0,0,0,0.088
"6501",0.106,0,0,0,0.894
"6502",0.042,0.008,0.034,0,0.916
"6503",0.352,0,0.14,0.078,0.43
"6504",0.346,0,0,0.654,0
"6505",0.884,0,0,0.116,0
"6506",0.304,0,0.012,0.682,0.002
"6507",0.02,0.006,0.006,0.842,0.126
"6508",0.864,0,0,0.136,0
"6509",0.124,0,0.004,0.19,0.682
"6510",0.034,0.054,0.07,0.024,0.818
"6511",0.934,0,0,0,0.066
"6512",0.708,0.002,0,0,0.29
"6513",1,0,0,0,0
"6514",0.02,0,0.064,0.456,0.46
"6515",0.648,0,0,0.028,0.324
"6516",0.642,0,0.002,0.062,0.294
"6517",0.746,0,0,0.066,0.188
"6518",0.3,0,0,0.7,0
"6519",1,0,0,0,0
"6520",0,0,0,0,1
"6521",0.09,0,0,0.004,0.906
"6522",0.96,0,0,0,0.04
"6523",0,0,0,0,1
"6524",0.25,0,0,0.748,0.002
"6525",0.618,0,0,0.088,0.294
"6526",0.984,0,0,0,0.016
"6527",0.648,0,0,0.028,0.324
"6528",0.192,0,0,0.808,0
"6529",0.908,0,0,0.092,0
"6530",0.874,0,0,0,0.126
"6531",1,0,0,0,0
"6532",0.858,0,0,0.004,0.138
"6533",0.21,0,0,0.786,0.004
"6534",0.064,0,0,0.586,0.35
"6535",0.03,0,0.102,0.638,0.23
"6536",0.944,0,0,0.054,0.002
"6537",0,0,0,0,1
"6538",0.958,0,0,0.042,0
"6539",0,0.004,0,0,0.996
"6540",0.764,0,0,0.012,0.224
"6541",1,0,0,0,0
"6542",0.212,0,0,0.788,0
"6543",1,0,0,0,0
"6544",1,0,0,0,0
"6545",0.274,0,0.004,0.722,0
"6546",0.038,0.058,0,0.006,0.898
"6547",0.998,0,0,0,0.002
"6548",0,0,0,0,1
"6549",0.078,0,0.002,0.212,0.708
"6550",0.882,0,0,0.114,0.004
"6551",0,0,0,0,1
"6552",0.2,0,0,0.798,0.002
"6553",0.004,0.01,0.002,0.014,0.97
"6554",0.952,0,0,0.048,0
"6555",0.912,0,0,0.078,0.01
"6556",1,0,0,0,0
"6557",0.12,0,0,0,0.88
"6558",0.864,0,0,0.136,0
"6559",0,0,0,0,1
"6560",0.636,0,0,0.078,0.286
"6561",0,0,0,0,1
